ec:62:60'–Š‚b’bŠ’²ŠÊb‚r‚Êb‚r’¢b‚r¢Êb’’r‚‚bª‚r‚‚bj‚r’’²bj‚r‚‚‚bj‚r‚‚‚bj‚rÊº¢j
I (531195) Mesh: Mesh level: 1, Connected nodes: 5
b0:b2:1c:44:11:18,2,12811,0.07,0.52,0.50,22.00,50.00,-0.978,0.000,0.000,-0.207
c8:2e:18:fb:25:d0,2,12812,0.29,0.45,0.14,22.00,50.00,0.250,-0.000,-0.000,-0.968
ec:62:60:b5:8a:90,2,4129,0.45,0.49,0.18,22.00,50.00,0.999,-0.000,0.000,0.043
ec:62:60:b7:8f:10,2,12817,0.03,0.21,0.00,22.00,50.00,-0.960,0.000,-0.000,0.282
b0:b2:1c:44:11:18,2,12812,0.00,0.51,0.39,22.00,50.00,-0.940,-0.000,-0.000,-0.341
c8:2e:18:fb:25:d0,2,12813,0.25,0.55,0.16,22.00,50.00,0.382,-0.000,0.000,-0.924
ec:62:60:b5:8a:90,2,4130,0.45,0.49,0.17,22.00,50.00,0.983,0.000,-0.000,0.182
ec:62:60:b7:8f:10,2,12818,0.08,0.26,0.42,22.00,50.00,-0.989,0.000,-0.000,0.146
b0:b2:1c:44:11:18,2,12813,0.09,0.46,0.53,22.00,50.00,-0.884,-0.000,0.000,-0.468
c8:2e:18:fb:25:d0,2,12814,0.21,0.48,0.19,22.00,50.00,0.507,0.000,-0.000,-0.862
ec:62:60:b5:8a:90,2,4131,0.39,0.48,0.16,22.00,50.00,0.949,0.000,0.000,0.316
ec:62:60:b7:8f:10,2,12819,0.10,0.21,0.42,22.00,50.00,-1.000,0.000,0.000,0.008
b0:b2:1c:44:11:18,2,12814,0.10,0.52,0.50,22.00,50.00,-0.811,0.000,-0.000,-0.585
c8:2e:18:fb:25:d0,2,12815,0.24,0.48,0.20,22.00,50.00,0.621,-0.000,-0.000,-0.783
ec:62:60:b5:8a:90,2,4132,0.47,0.51,0.00,22.00,50.00,0.896,0.000,0.000,0.444
ec:62:60:b7:8f:10,2,12820,0.08,0.23,0.44,22.00,50.00,-0.991,0.000,-0.000,-0.131
b0:b2:1c:44:11:18,2,12815,0.00,0.57,0.44,22.00,50.00,-0.721,-0.000,-0.000,-0.693
c8:2e:18:fb:25:d0,2,12816,0.20,0.44,0.16,22.00,50.00,0.724,-0.000,0.000,-0.690
ec:62:60:b5:8a:90,2,4133,0.46,0.52,0.16,22.00,50.00,0.826,-0.000,0.000,0.564
ec:62:60:b7:8f:10,2,12821,0.10,0.22,0.53,22.00,50.00,-0.964,0.000,-0.000,-0.267
b0:b2:1c:44:11:18,2,12816,0.11,0.53,0.48,22.00,50.00,-0.619,-0.000,0.000,-0.786
c8:2e:18:fb:25:d0,2,12817,0.26,0.44,0.16,22.00,50.00,0.813,0.000,-0.000,-0.583
ec:62:60:b5:8a:90,2,4134,0.42,0.52,0.14,22.00,50.00,0.739,0.000,0.000,0.673
ec:62:60:b7:8f:10,2,12822,0.10,0.26,0.42,22.00,50.00,-0.917,0.000,-0.000,-0.398
b0:b2:1c:44:11:18,2,12817,0.00,0.59,0.46,22.00,50.00,-0.491,0.000,-0.000,-0.871
c8:2e:18:fb:25:d0,2,12818,0.23,0.57,0.14,22.00,50.00,0.892,0.000,-0.000,-0.451
ec:62:60:b5:8a:90,2,4135,0.42,0.54,0.18,22.00,50.00,0.627,0.000,-0.000,0.779
ec:62:60:b7:8f:10,2,12823,0.07,0.21,0.51,22.00,50.00,-0.845,-0.000,0.000,-0.534
b0:b2:1c:44:11:18,2,12818,0.12,0.48,0.53,22.00,50.00,-0.366,0.000,-0.000,-0.931
c8:2e:18:fb:25:d0,2,12819,0.21,0.53,0.15,22.00,50.00,0.946,0.000,0.000,-0.323
ec:62:60:b5:8a:90,2,4136,0.50,0.47,0.14,22.00,50.00,0.514,0.000,-0.000,0.858
ec:62:60:b7:8f:10,2,12824,0.14,0.22,0.41,22.00,50.00,-0.763,-0.000,0.000,-0.646
b0:b2:1c:44:11:18,2,12819,0.11,0.50,0.48,22.00,50.00,-0.233,0.000,0.000,-0.973
c8:2e:18:fb:25:d0,2,12820,0.26,0.43,0.18,22.00,50.00,0.982,0.000,-0.000,-0.189
ec:62:60:b5:8a:90,2,4137,0.43,0.43,0.15,22.00,50.00,0.390,-0.000,-0.000,0.921
ec:62:60:b7:8f:10,2,12825,0.10,0.23,0.39,22.00,50.00,-0.667,-0.000,-0.000,-0.745
b0:b2:1c:44:11:18,2,12820,0.08,0.53,0.52,22.00,50.00,-0.096,0.000,-0.000,-0.995
c8:2e:18:fb:25:d0,2,12821,0.22,0.53,0.17,22.00,50.00,0.999,0.000,-0.000,-0.051
ec:62:60:b5:8a:90,2,4138,0.48,0.50,0.15,22.00,50.00,0.259,-0.000,-0.000,0.966
ec:62:60:b7:8f:10,2,12826,0.08,0.24,0.42,22.00,50.00,-0.557,0.000,0.000,-0.831
b0:b2:1c:44:11:18,2,12821,0.00,0.53,0.50,22.00,50.00,0.043,0.000,-0.000,-0.999
c8:2e:18:fb:25:d0,2,12822,0.23,0.63,0.18,22.00,50.00,0.996,0.000,-0.000,0.088
ec:62:60:b5:8a:90,2,4139,0.38,0.43,0.17,22.00,50.00,0.123,-0.000,0.000,0.992
ec:62:60:b7:8f:10,2,12827,0.08,0.29,0.45,22.00,50.00,-0.436,0.000,-0.000,-0.900
b0:b2:1c:44:11:18,2,12822,0.08,0.64,0.50,22.00,50.00,0.181,0.000,-0.000,-0.984
c8:2e:18:fb:25:d0,2,12823,0.25,0.00,0.14,22.00,50.00,0.974,-0.000,0.000,0.225
ec:62:60:b5:8a:90,2,4140,0.42,0.50,0.15,22.00,50.00,-0.017,0.000,-0.000,1.000
ec:62:60:b7:8f:10,2,12828,0.08,0.27,0.46,22.00,50.00,-0.307,-0.000,-0.000,-0.952
b0:b2:1c:44:11:18,2,12823,0.00,0.54,0.47,22.00,50.00,0.315,-0.000,0.000,-0.949
c8:2e:18:fb:25:d0,2,12824,0.24,0.59,0.14,22.00,50.00,0.934,-0.000,0.000,0.358
I (571195) Mesh: Mesh level: 1, Connected nodes: 5
ec:62:60:b5:8a:90,2,4141,0.44,0.51,0.13,22.00,50.00,-0.155,0.000,-0.000,0.988
ec:62:60:b7:8f:10,2,12829,0.08,0.23,0.43,22.00,50.00,-0.173,-0.000,-0.000,-0.985
b0:b2:1c:44:11:18,2,12824,0.11,0.42,0.52,22.00,50.00,0.444,-0.000,0.000,-0.896
c8:2e:18:fb:25:d0,2,12825,0.22,0.60,0.15,22.00,50.00,0.875,-0.000,-0.000,0.484
ec:62:60:b5:8a:90,2,4142,0.43,0.48,0.17,22.00,50.00,-0.290,0.000,-0.000,0.957
ec:62:60:b7:8f:10,2,12830,0.08,0.22,0.43,22.00,50.00,-0.034,0.000,0.000,-0.999
b0:b2:1c:44:11:18,2,12825,0.10,0.60,0.47,22.00,50.00,0.564,-0.000,-0.000,-0.826
c8:2e:18:fb:25:d0,2,12826,0.24,0.00,0.14,22.00,50.00,0.800,0.000,0.000,0.601
ec:62:60:b5:8a:90,2,4143,0.40,0.47,0.14,22.00,50.00,-0.421,0.000,-0.000,0.907
ec:62:60:b7:8f:10,2,12831,0.08,0.23,0.43,22.00,50.00,0.105,0.000,-0.000,-0.994
b0:b2:1c:44:11:18,2,12826,0.12,0.51,0.47,22.00,50.00,0.673,0.000,0.000,-0.740
c8:2e:18:fb:25:d0,2,12827,0.24,0.43,0.15,22.00,50.00,0.709,0.000,-0.000,0.705
ec:62:60:b5:8a:90,2,4144,0.40,0.44,0.18,22.00,50.00,-0.541,-0.000,0.000,0.841
ec:62:60:b7:8f:10,2,12832,0.08,0.23,0.00,22.00,50.00,0.241,-0.000,-0.000,-0.970
b0:b2:1c:44:11:18,2,12827,0.09,0.53,0.50,22.00,50.00,0.769,0.000,-0.000,-0.640
c8:2e:18:fb:25:d0,2,12828,0.29,0.57,0.15,22.00,50.00,0.604,-0.000,-0.000,0.797
ec:62:60:b5:8a:90,2,4145,0.46,0.51,0.00,22.00,50.00,-0.653,0.000,-0.000,0.757
ec:62:60:b7:8f:10,2,12833,0.08,0.20,0.49,22.00,50.00,0.373,0.000,0.000,-0.928
b0:b2:1c:44:11:18,2,12828,0.05,0.48,0.50,22.00,50.00,0.850,-0.000,-0.000,-0.527
c8:2e:18:fb:25:d0,2,12829,0.34,0.53,0.16,22.00,50.00,0.488,-0.000,-0.000,0.873
ec:62:60:b5:8a:90,2,4146,0.43,0.49,0.00,22.00,50.00,-0.752,0.000,0.000,0.659
ec:62:60:b7:8f:10,2,12834,0.02,0.21,0.38,22.00,50.00,0.498,-0.000,0.000,-0.867
b0:b2:1c:44:11:18,2,12829,0.09,0.47,0.46,22.00,50.00,0.915,-0.000,-0.000,-0.404
c8:2e:18:fb:25:d0,2,12830,0.23,0.53,0.18,22.00,50.00,0.363,0.000,0.000,0.932
ec:62:60:b5:8a:90,2,4147,0.50,0.51,0.11,22.00,50.00,-0.836,-0.000,-0.000,0.549
ec:62:60:b7:8f:10,2,12835,0.12,0.29,0.00,22.00,50.00,0.614,0.000,-0.000,-0.790
b0:b2:1c:44:11:18,2,12830,0.10,0.53,0.53,22.00,50.00,0.962,0.000,0.000,-0.273
c8:2e:18:fb:25:d0,2,12831,0.27,0.49,0.15,22.00,50.00,0.230,0.000,-0.000,0.973
ec:62:60:b5:8a:90,2,4148,0.44,0.53,0.16,22.00,50.00,-0.904,-0.000,-0.000,0.428
ec:62:60:b7:8f:10,2,12836,0.08,0.23,0.49,22.00,50.00,0.717,-0.000,-0.000,-0.697
b0:b2:1c:44:11:18,2,12831,0.10,0.55,0.45,22.00,50.00,0.991,0.000,-0.000,-0.137
c8:2e:18:fb:25:d0,2,12832,0.22,0.47,0.13,22.00,50.00,0.093,-0.000,-0.000,0.996
ec:62:60:b5:8a:90,2,4149,0.44,0.55,0.17,22.00,50.00,-0.954,-0.000,-0.000,0.298
ec:62:60:b7:8f:10,2,12837,0.10,0.34,0.45,22.00,50.00,0.808,-0.000,-0.000,-0.590
b0:b2:1c:44:11:18,2,12832,0.13,0.59,0.48,22.00,50.00,1.000,-0.000,-0.000,0.002
c8:2e:18:fb:25:d0,2,12833,0.22,0.44,0.13,22.00,50.00,-0.046,0.000,0.000,0.999
ec:62:60:b5:8a:90,2,4150,0.45,0.46,0.15,22.00,50.00,-0.987,-0.000,-0.000,0.164
ec:62:60:b7:8f:10,2,12838,0.09,0.23,0.00,22.00,50.00,0.881,0.000,-0.000,-0.473
b0:b2:1c:44:11:18,2,12833,0.13,0.48,0.49,22.00,50.00,0.990,0.000,0.000,0.141
c8:2e:18:fb:25:d0,2,12834,0.24,0.48,0.17,22.00,50.00,-0.184,-0.000,0.000,0.983
ec:62:60:b5:8a:90,2,4151,0.44,0.48,0.17,22.00,50.00,-1.000,-0.000,-0.000,0.025
ec:62:60:b7:8f:10,2,12839,0.09,0.21,0.00,22.00,50.00,0.938,0.000,0.000,-0.347
b0:b2:1c:44:11:18,2,12834,0.09,0.45,0.45,22.00,50.00,0.961,-0.000,0.000,0.276
c8:2e:18:fb:25:d0,2,12835,0.22,0.00,0.15,22.00,50.00,-0.333,0.000,-0.000,0.943
ec:62:60:b5:8a:90,2,4152,0.52,0.46,0.17,22.00,50.00,-0.992,-0.000,-0.000,-0.129
ec:62:60:b7:8f:10,2,12840,0.08,0.21,0.46,22.00,50.00,0.980,0.000,-0.000,-0.198
b0:b2:1c:44:11:18,2,12835,0.11,0.47,0.51,22.00,50.00,0.907,0.000,-0.000,0.420
c8:2e:18:fb:25:d0,2,12836,0.23,0.49,0.12,22.00,50.00,-0.460,-0.000,-0.000,0.888
ec:62:60:b5:8a:90,2,4153,0.40,0.48,0.19,22.00,50.00,-0.964,-0.000,0.000,-0.265
ec:62:60:b7:8f:10,2,12841,0.14,0.21,0.40,22.00,50.00,0.998,-0.000,0.000,-0.061
b0:b2:1c:44:11:18,2,12836,0.11,0.55,0.42,22.00,50.00,0.841,-0.000,-0.000,0.542
c8:2e:18:fb:25:d0,2,12837,0.30,0.54,0.18,22.00,50.00,-0.578,-0.000,-0.000,0.816
ec:62:60:b5:8a:90,2,4154,0.41,0.51,0.00,22.00,50.00,-0.918,-0.000,0.000,-0.396
ec:62:60:b7:8f:10,2,12842,0.12,0.23,0.00,22.00,50.00,0.997,0.000,-0.000,0.078
b0:b2:1c:44:11:18,2,12837,0.10,0.40,0.51,22.00,50.00,0.758,-0.000,-0.000,0.653
c8:2e:18:fb:25:d0,2,12838,0.23,0.00,0.15,22.00,50.00,-0.686,0.000,-0.000,0.728
ec:62:60:b5:8a:90,2,4155,0.44,0.44,0.15,22.00,50.00,-0.855,-0.000,-0.000,-0.519
ec:62:60:b7:8f:10,2,12843,0.08,0.26,0.48,22.00,50.00,0.977,0.000,-0.000,0.215
b0:b2:1c:44:11:18,2,12838,0.09,0.53,0.46,22.00,50.00,0.660,0.000,-0.000,0.751
c8:2e:18:fb:25:d0,2,12839,0.21,0.38,0.17,22.00,50.00,-0.780,0.000,0.000,0.625
ec:62:60:b5:8a:90,2,4156,0.39,0.55,0.19,22.00,50.00,-0.774,0.000,0.000,-0.633
ec:62:60:b7:8f:10,2,12844,0.10,0.24,0.00,22.00,50.00,0.937,-0.000,0.000,0.349
b0:b2:1c:44:11:18,2,12839,0.08,0.50,0.48,22.00,50.00,0.549,0.000,0.000,0.836
c8:2e:18:fb:25:d0,2,12840,0.20,0.52,0.18,22.00,50.00,-0.859,0.000,-0.000,0.511
ec:62:60:b5:8a:90,2,4157,0.47,0.45,0.14,22.00,50.00,-0.680,0.000,-0.000,-0.733
ec:62:60:b7:8f:10,2,12845,0.09,0.24,0.48,22.00,50.00,0.880,-0.000,-0.000,0.475
b0:b2:1c:44:11:18,2,12840,0.11,0.37,0.51,22.00,50.00,0.428,0.000,-0.000,0.904
c8:2e:18:fb:25:d0,2,12841,0.28,0.56,0.15,22.00,50.00,-0.922,-0.000,0.000,0.387
ec:62:60:b5:8a:90,2,4158,0.46,0.50,0.16,22.00,50.00,-0.571,-0.000,0.000,-0.821
ec:62:60:b7:8f:10,2,12846,0.08,0.17,0.51,22.00,50.00,0.805,0.000,0.000,0.593
b0:b2:1c:44:11:18,2,12841,0.12,0.52,0.48,22.00,50.00,0.298,-0.000,0.000,0.954
c8:2e:18:fb:25:d0,2,12842,0.25,0.52,0.16,22.00,50.00,-0.967,0.000,-0.000,0.256
ec:62:60:b5:8a:90,2,4159,0.44,0.50,0.00,22.00,50.00,-0.452,-0.000,-0.000,-0.892
ec:62:60:b7:8f:10,2,12847,0.10,0.21,0.39,22.00,50.00,0.716,-0.000,-0.000,0.698
b0:b2:1c:44:11:18,2,12842,0.13,0.47,0.52,22.00,50.00,0.164,0.000,-0.000,0.987
c8:2e:18:fb:25:d0,2,12843,0.23,0.52,0.20,22.00,50.00,-0.993,0.000,-0.000,0.119
ec:62:60:b5:8a:90,2,4160,0.46,0.52,0.00,22.00,50.00,-0.324,-0.000,0.000,-0.946
ec:62:60:b7:8f:10,2,12848,0.08,0.19,0.00,22.00,50.00,0.611,0.000,-0.000,0.791
b0:b2:1c:44:11:18,2,12843,0.09,0.62,0.48,22.00,50.00,0.025,0.000,-0.000,1.000
c8:2e:18:fb:25:d0,2,12844,0.18,0.59,0.21,22.00,50.00,-1.000,-0.000,0.000,-0.020
ec:62:60:b5:8a:90,2,4161,0.43,0.43,0.16,22.00,50.00,-0.190,0.000,0.000,-0.982
ec:62:60:b7:8f:10,2,12849,0.07,0.19,0.53,22.00,50.00,0.496,-0.000,-0.000,0.868
b0:b2:1c:44:11:18,2,12844,0.08,0.55,0.47,22.00,50.00,-0.114,-0.000,0.000,0.994
c8:2e:18:fb:25:d0,2,12845,0.22,0.00,0.09,22.00,50.00,-0.988,-0.000,-0.000,-0.158
ec:62:60:b5:8a:90,2,4162,0.41,0.47,0.16,22.00,50.00,-0.052,-0.000,0.000,-0.999
ec:62:60:b7:8f:10,2,12850,0.08,0.26,0.45,22.00,50.00,0.371,0.000,-0.000,0.929
b0:b2:1c:44:11:18,2,12845,0.13,0.52,0.52,22.00,50.00,-0.250,-0.000,-0.000,0.968
c8:2e:18:fb:25:d0,2,12846,0.27,0.41,0.13,22.00,50.00,-0.956,0.000,0.000,-0.293
ec:62:60:b5:8a:90,2,4163,0.47,0.49,0.14,22.00,50.00,0.088,-0.000,-0.000,-0.996
ec:62:60:b7:8f:10,2,12851,0.09,0.27,0.00,22.00,50.00,0.239,-0.000,-0.000,0.971
b0:b2:1c:44:11:18,2,12846,0.10,0.58,0.47,22.00,50.00,-0.381,0.000,0.000,0.924
c8:2e:18:fb:25:d0,2,12847,0.20,0.54,0.14,22.00,50.00,-0.906,-0.000,-0.000,-0.423
ec:62:60:b5:8a:90,2,4164,0.44,0.45,0.18,22.00,50.00,0.224,0.000,-0.001,-0.975
ec:62:60:b7:8f:10,2,12852,0.08,0.27,0.45,22.00,50.00,0.102,-0.000,0.000,0.995
b0:b2:1c:44:11:18,2,12847,0.10,0.49,0.47,22.00,50.00,-0.506,-0.000,-0.000,0.862
c8:2e:18:fb:25:d0,2,12848,0.24,0.46,0.17,22.00,50.00,-0.839,0.000,-0.000,-0.544
ec:62:60:b5:8a:90,2,4165,0.45,0.43,0.17,22.00,50.00,0.357,-0.000,0.000,-0.934
ec:62:60:b7:8f:10,2,12853,0.08,0.21,0.43,22.00,50.00,-0.036,0.000,-0.000,0.999
b0:b2:1c:44:11:18,2,12848,0.09,0.39,0.52,22.00,50.00,-0.621,0.000,-0.000,0.784
c8:2e:18:fb:25:d0,2,12849,0.25,0.00,0.17,22.00,50.00,-0.756,-0.000,-0.000,-0.655
ec:62:60:b5:8a:90,2,4166,0.51,0.45,0.15,22.00,50.00,0.483,-0.000,0.000,-0.875
ec:62:60:b7:8f:10,2,12854,0.12,0.20,0.51,22.00,50.00,-0.175,-0.000,-0.000,0.985
b0:b2:1c:44:11:18,2,12849,0.09,0.36,0.47,22.00,50.00,-0.723,-0.000,-0.000,0.691
c8:2e:18:fb:25:d0,2,12850,0.23,0.42,0.19,22.00,50.00,-0.657,0.000,-0.000,-0.754
ec:62:60:b5:8a:90,2,4167,0.45,0.46,0.15,22.00,50.00,0.600,0.000,0.000,-0.800
ec:62:60:b7:8f:10,2,12855,0.12,0.20,0.41,22.00,50.00,-0.309,-0.000,0.000,0.951
b0:b2:1c:44:11:18,2,12850,0.09,0.49,0.49,22.00,50.00,-0.812,0.000,-0.000,0.583
c8:2e:18:fb:25:d0,2,12851,0.29,0.00,0.16,22.00,50.00,-0.546,-0.000,-0.000,-0.837
ec:62:60:b5:8a:90,2,4168,0.43,0.53,0.16,22.00,50.00,0.705,0.000,-0.000,-0.709
ec:62:60:b7:8f:10,2,12856,0.11,0.29,0.46,22.00,50.00,-0.438,-0.000,0.000,0.899
b0:b2:1c:44:11:18,2,12851,0.07,0.48,0.45,22.00,50.00,-0.885,-0.000,-0.000,0.466
c8:2e:18:fb:25:d0,2,12852,0.22,0.00,0.19,22.00,50.00,-0.425,-0.000,0.000,-0.905
ec:62:60:b5:8a:90,2,4169,0.45,0.50,0.00,22.00,50.00,0.796,-0.000,-0.000,-0.605
ec:62:60:b7:8f:10,2,12857,0.08,0.21,0.46,22.00,50.00,-0.558,-0.000,-0.000,0.830
b0:b2:1c:44:11:18,2,12852,0.00,0.52,0.49,22.00,50.00,-0.941,-0.000,0.000,0.338
c8:2e:18:fb:25:d0,2,12853,0.24,0.00,0.16,22.00,50.00,-0.296,0.000,-0.000,-0.955
ec:62:60:b5:8a:90,2,4170,0.44,0.52,0.18,22.00,50.00,0.873,0.000,0.000,-0.488
ec:62:60:b7:8f:10,2,12858,0.08,0.22,0.00,22.00,50.00,-0.668,0.000,0.000,0.744
b0:b2:1c:44:11:18,2,12853,0.08,0.39,0.49,22.00,50.00,-0.979,0.000,-0.000,0.204
c8:2e:18:fb:25:d0,2,12854,0.22,0.40,0.15,22.00,50.00,-0.160,-0.000,-0.000,-0.987
ec:62:60:b5:8a:90,2,4171,0.47,0.48,0.16,22.00,50.00,0.932,0.000,0.000,-0.363
ec:62:60:b7:8f:10,2,12859,0.13,0.18,0.00,22.00,50.00,-0.764,-0.000,-0.000,0.645
b0:b2:1c:44:11:18,2,12854,0.12,0.56,0.48,22.00,50.00,-0.998,-0.000,-0.000,0.067
c8:2e:18:fb:25:d0,2,12855,0.20,0.45,0.19,22.00,50.00,-0.022,-0.000,0.000,-1.000
ec:62:60:b5:8a:90,2,4172,0.45,0.47,0.00,22.00,50.00,0.973,0.000,0.000,-0.230
ec:62:60:b7:8f:10,2,12860,0.13,0.23,0.00,22.00,50.00,-0.846,0.000,0.000,0.533
b0:b2:1c:44:11:18,2,12855,0.10,0.48,0.46,22.00,50.00,-0.997,-0.000,0.000,-0.072
c8:2e:18:fb:25:d0,2,12856,0.21,0.46,0.18,22.00,50.00,0.117,-0.000,0.000,-0.993
ec:62:60:b5:8a:90,2,4173,0.48,0.52,0.19,22.00,50.00,0.996,0.000,0.000,-0.093
ec:62:60:b7:8f:10,2,12861,0.08,0.28,0.42,22.00,50.00,-0.912,-0.000,0.000,0.410
b0:b2:1c:44:11:18,2,12856,0.11,0.53,0.39,22.00,50.00,-0.978,-0.000,0.000,-0.209
c8:2e:18:fb:25:d0,2,12857,0.25,0.44,0.16,22.00,50.00,0.254,-0.000,-0.000,-0.967
ec:62:60:b5:8a:90,2,4174,0.47,0.58,0.18,22.00,50.00,0.999,-0.000,0.000,0.046
ec:62:60:b7:8f:10,2,12862,0.14,0.24,0.44,22.00,50.00,-0.960,-0.000,0.000,0.279
b0:b2:1c:44:11:18,2,12857,0.00,0.55,0.53,22.00,50.00,-0.939,-0.000,-0.000,-0.343
c8:2e:18:fb:25:d0,2,12858,0.21,0.42,0.15,22.00,50.00,0.385,0.000,0.000,-0.923
ec:62:60:b5:8a:90,2,4175,0.49,0.50,0.18,22.00,50.00,0.983,-0.000,-0.000,0.184
ec:62:60:b7:8f:10,2,12863,0.04,0.23,0.50,22.00,50.00,-0.990,0.000,0.000,0.143
b0:b2:1c:44:11:18,2,12858,0.09,0.48,0.50,22.00,50.00,-0.883,0.000,0.000,-0.469
c8:2e:18:fb:25:d0,2,12859,0.21,0.00,0.16,22.00,50.00,0.509,-0.000,-0.000,-0.861
ec:62:60:b5:8a:90,2,4176,0.45,0.44,0.00,22.00,50.00,0.948,-0.000,-0.000,0.318
ec:62:60:b7:8f:10,2,12864,0.12,0.23,0.43,22.00,50.00,-1.000,-0.000,0.000,0.006
b0:b2:1c:44:11:18,2,12859,0.12,0.50,0.50,22.00,50.00,-0.809,-0.000,-0.000,-0.587
c8:2e:18:fb:25:d0,2,12860,0.21,0.44,0.19,22.00,50.00,0.624,0.000,0.000,-0.782
ec:62:60:b5:8a:90,2,4177,0.45,0.44,0.14,22.00,50.00,0.895,-0.000,0.000,0.446
ec:62:60:b7:8f:10,2,12865,0.08,0.27,0.42,22.00,50.00,-0.991,-0.000,-0.000,-0.134
b0:b2:1c:44:11:18,2,12860,0.04,0.51,0.46,22.00,50.00,-0.720,0.000,0.000,-0.694
c8:2e:18:fb:25:d0,2,12861,0.21,0.45,0.17,22.00,50.00,0.726,-0.000,0.000,-0.688
ec:62:60:b5:8a:90,2,4178,0.49,0.47,0.18,22.00,50.00,0.824,-0.000,-0.000,0.566
ec:62:60:b7:8f:10,2,12866,0.02,0.18,0.40,22.00,50.00,-0.963,0.000,-0.000,-0.270
b0:b2:1c:44:11:18,2,12861,0.12,0.43,0.53,22.00,50.00,-0.617,-0.000,0.000,-0.787
c8:2e:18:fb:25:d0,2,12862,0.24,0.45,0.18,22.00,50.00,0.814,-0.000,0.000,-0.581
ec:62:60:b5:8a:90,2,4179,0.42,0.49,0.17,22.00,50.00,0.738,0.000,0.000,0.675
ec:62:60:b7:8f:10,2,12867,0.11,0.26,0.49,22.00,50.00,-0.917,0.000,-0.000,-0.400
b0:b2:1c:44:11:18,2,12862,0.00,0.56,0.52,22.00,50.00,-0.502,-0.000,0.000,-0.865
c8:2e:18:fb:25:d0,2,12863,0.21,0.59,0.17,22.00,50.00,0.887,0.000,0.000,-0.463
ec:62:60:b5:8a:90,2,4180,0.48,0.47,0.19,22.00,50.00,0.637,-0.000,-0.000,0.771
ec:62:60:b7:8f:10,2,12868,0.10,0.28,0.00,22.00,50.00,-0.852,0.000,0.000,-0.524
b0:b2:1c:44:11:18,2,12863,0.11,0.48,0.52,22.00,50.00,-0.377,0.000,0.000,-0.926
c8:2e:18:fb:25:d0,2,12864,0.20,0.43,0.20,22.00,50.00,0.942,-0.000,0.000,-0.334
ec:62:60:b5:8a:90,2,4181,0.53,0.46,0.00,22.00,50.00,0.524,-0.000,0.000,0.852
ec:62:60:b7:8f:10,2,12869,0.10,0.23,0.44,22.00,50.00,-0.771,0.000,-0.000,-0.637
b0:b2:1c:44:11:18,2,12864,0.11,0.40,0.51,22.00,50.00,-0.245,-0.000,0.000,-0.970
c8:2e:18:fb:25:d0,2,12865,0.20,0.48,0.18,22.00,50.00,0.980,-0.000,-0.000,-0.201
ec:62:60:b5:8a:90,2,4182,0.43,0.51,0.19,22.00,50.00,0.401,-0.000,0.000,0.916
ec:62:60:b7:8f:10,2,12870,0.09,0.25,0.51,22.00,50.00,-0.676,0.000,-0.000,-0.737
b0:b2:1c:44:11:18,2,12865,0.11,0.43,0.57,22.00,50.00,-0.108,-0.000,-0.000,-0.994
c8:2e:18:fb:25:d0,2,12866,0.26,0.00,0.13,22.00,50.00,0.998,0.000,-0.000,-0.063
ec:62:60:b5:8a:90,2,4183,0.47,0.53,0.16,22.00,50.00,0.270,-0.000,-0.000,0.963
ec:62:60:b7:8f:10,2,12871,0.10,0.27,0.52,22.00,50.00,-0.567,0.000,-0.000,-0.824
b0:b2:1c:44:11:18,2,12866,0.15,0.38,0.44,22.00,50.00,0.031,0.000,-0.000,-1.000
c8:2e:18:fb:25:d0,2,12867,0.24,0.47,0.16,22.00,50.00,0.997,0.000,-0.000,0.076
ec:62:60:b5:8a:90,2,4184,0.44,0.50,0.14,22.00,50.00,0.135,-0.000,0.000,0.991
ec:62:60:b7:8f:10,2,12872,0.10,0.18,0.48,22.00,50.00,-0.448,-0.000,-0.000,-0.894
b0:b2:1c:44:11:18,2,12867,0.11,0.40,0.50,22.00,50.00,0.168,0.000,-0.000,-0.986
c8:2e:18:fb:25:d0,2,12868,0.23,0.50,0.18,22.00,50.00,0.977,0.000,0.000,0.212
ec:62:60:b5:8a:90,2,4185,0.44,0.49,0.21,22.00,50.00,-0.003,-0.000,-0.000,1.000
ec:62:60:b7:8f:10,2,12873,0.09,0.23,0.43,22.00,50.00,-0.320,-0.000,-0.000,-0.947
b0:b2:1c:44:11:18,2,12868,0.12,0.58,0.53,22.00,50.00,0.303,0.000,0.000,-0.953
c8:2e:18:fb:25:d0,2,12869,0.23,0.49,0.15,22.00,50.00,0.939,0.000,-0.000,0.345
ec:62:60:b5:8a:90,2,4186,0.45,0.49,0.14,22.00,50.00,-0.142,0.000,0.000,0.990
ec:62:60:b7:8f:10,2,12874,0.08,0.22,0.43,22.00,50.00,-0.186,-0.000,0.000,-0.983
b0:b2:1c:44:11:18,2,12869,0.12,0.49,0.55,22.00,50.00,0.432,0.000,-0.000,-0.902
c8:2e:18:fb:25:d0,2,12870,0.23,0.00,0.14,22.00,50.00,0.881,0.000,-0.000,0.472
ec:62:60:b5:8a:90,2,4187,0.45,0.50,0.00,22.00,50.00,-0.278,-0.000,-0.000,0.961
ec:62:60:b7:8f:10,2,12875,0.12,0.21,0.46,22.00,50.00,-0.048,0.000,0.000,-0.999
b0:b2:1c:44:11:18,2,12870,0.15,0.42,0.51,22.00,50.00,0.552,0.000,-0.000,-0.834
